sparql,template_name,variables,answer,question
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""automotive sales"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'automotive sales'},"['C3', 'C4']",I would like to build automotive sales.  Which zoning districts permits this use?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""agricultural Use"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'agricultural Use'},['A2'],Which zoning districts allow agricultural Use?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""agricultural Use"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'agricultural Use'},['A2'],Which zoning districts permit agricultural Use?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""agricultural Use"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'agricultural Use'},['A2'],I would like to build agricultural Use.  Which zoning districts permits this use?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""warehouses"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'warehouses'},"['FI1', 'FI2', 'FI3']",Which zoning districts allow warehouses?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""warehouses"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'warehouses'},"['FI1', 'FI2', 'FI3']",Which zoning districts permit warehouses?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""warehouses"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'warehouses'},"['FI1', 'FI2', 'FI3']",I would like to build warehouses.  Which zoning districts permits this use?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""woodworking shops"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'woodworking shops'},"['FI1', 'FI2', 'FI3']",Which zoning districts allow woodworking shops?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""woodworking shops"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'woodworking shops'},"['FI1', 'FI2', 'FI3']",Which zoning districts permit woodworking shops?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""woodworking shops"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'woodworking shops'},"['FI1', 'FI2', 'FI3']",I would like to build woodworking shops.  Which zoning districts permits this use?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""dwellings"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'dwellings'},['A2'],Which zoning districts allow dwellings?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""dwellings"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'dwellings'},['A2'],Which zoning districts permit dwellings?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""dwellings"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'dwellings'},['A2'],I would like to build dwellings.  Which zoning districts permits this use?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""maintenance/storage buildings"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'maintenance/storage buildings'},['A2'],Which zoning districts allow maintenance/storage buildings?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""maintenance/storage buildings"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'maintenance/storage buildings'},['A2'],Which zoning districts permit maintenance/storage buildings?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""maintenance/storage buildings"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'maintenance/storage buildings'},['A2'],I would like to build maintenance/storage buildings.  Which zoning districts permits this use?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""restaurants"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'restaurants'},"['C1', 'C2', 'C3', 'C4']",Which zoning districts allow restaurants?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""restaurants"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'restaurants'},"['C1', 'C2', 'C3', 'C4']",Which zoning districts permit restaurants?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""restaurants"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'restaurants'},"['C1', 'C2', 'C3', 'C4']",I would like to build restaurants.  Which zoning districts permits this use?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""hotels and motels (excluding other residential occupancies)"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'hotels and motels (excluding other residential occupancies)'},"['C3', 'C4']",Which zoning districts allow hotels and motels (excluding other residential occupancies)?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""hotels and motels (excluding other residential occupancies)"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'hotels and motels (excluding other residential occupancies)'},"['C3', 'C4']",Which zoning districts permit hotels and motels (excluding other residential occupancies)?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""hotels and motels (excluding other residential occupancies)"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'hotels and motels (excluding other residential occupancies)'},"['C3', 'C4']",I would like to build hotels and motels (excluding other residential occupancies).  Which zoning districts permits this use?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""single-family dwellings"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'single-family dwellings'},"['R1', 'R2', 'R3']",Which zoning districts allow single-family dwellings?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""single-family dwellings"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'single-family dwellings'},"['R1', 'R2', 'R3']",Which zoning districts permit single-family dwellings?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""single-family dwellings"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'single-family dwellings'},"['R1', 'R2', 'R3']",I would like to build single-family dwellings.  Which zoning districts permits this use?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""indoor theaters"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'indoor theaters'},"['C3', 'C4']",Which zoning districts allow indoor theaters?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""indoor theaters"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'indoor theaters'},"['C3', 'C4']",Which zoning districts permit indoor theaters?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""indoor theaters"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'indoor theaters'},"['C3', 'C4']",I would like to build indoor theaters.  Which zoning districts permits this use?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""light commercial (excluding wholesale sales)"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'light commercial (excluding wholesale sales)'},"['C2', 'C3', 'C4']",Which zoning districts allow light commercial (excluding wholesale sales)?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""light commercial (excluding wholesale sales)"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'light commercial (excluding wholesale sales)'},"['C2', 'C3', 'C4']",Which zoning districts permit light commercial (excluding wholesale sales)?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""light commercial (excluding wholesale sales)"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'light commercial (excluding wholesale sales)'},"['C2', 'C3', 'C4']",I would like to build light commercial (excluding wholesale sales).  Which zoning districts permits this use?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""schools and colleges (excluding colleges or trade schools operated for profit)"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'schools and colleges (excluding colleges or trade schools operated for profit)'},"['R1', 'R2', 'R3']",Which zoning districts allow schools and colleges (excluding colleges or trade schools operated for profit)?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""schools and colleges (excluding colleges or trade schools operated for profit)"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'schools and colleges (excluding colleges or trade schools operated for profit)'},"['R1', 'R2', 'R3']",Which zoning districts permit schools and colleges (excluding colleges or trade schools operated for profit)?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""schools and colleges (excluding colleges or trade schools operated for profit)"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'schools and colleges (excluding colleges or trade schools operated for profit)'},"['R1', 'R2', 'R3']",I would like to build schools and colleges (excluding colleges or trade schools operated for profit).  Which zoning districts permits this use?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""breweries"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'breweries'},"['FI2', 'FI3']",Which zoning districts allow breweries?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""breweries"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'breweries'},"['FI2', 'FI3']",Which zoning districts permit breweries?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""breweries"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'breweries'},"['FI2', 'FI3']",I would like to build breweries.  Which zoning districts permits this use?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""financial services"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'financial services'},"['C1', 'C2', 'C3', 'C4']",Which zoning districts allow financial services?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""financial services"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'financial services'},"['C1', 'C2', 'C3', 'C4']",Which zoning districts permit financial services?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""financial services"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'financial services'},"['C1', 'C2', 'C3', 'C4']",I would like to build financial services.  Which zoning districts permits this use?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""automotive self-service motor fuel dispensing facilities"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'automotive self-service motor fuel dispensing facilities'},"['C1', 'C2', 'C3', 'C4']",Which zoning districts allow automotive self-service motor fuel dispensing facilities?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""automotive self-service motor fuel dispensing facilities"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'automotive self-service motor fuel dispensing facilities'},"['C1', 'C2', 'C3', 'C4']",Which zoning districts permit automotive self-service motor fuel dispensing facilities?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""automotive self-service motor fuel dispensing facilities"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'automotive self-service motor fuel dispensing facilities'},"['C1', 'C2', 'C3', 'C4']",I would like to build automotive self-service motor fuel dispensing facilities.  Which zoning districts permits this use?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""public utility stations"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'public utility stations'},"['C1', 'C2', 'C3', 'C4']",Which zoning districts allow public utility stations?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""public utility stations"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'public utility stations'},"['C1', 'C2', 'C3', 'C4']",Which zoning districts permit public utility stations?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""public utility stations"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'public utility stations'},"['C1', 'C2', 'C3', 'C4']",I would like to build public utility stations.  Which zoning districts permits this use?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""machine shops"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'machine shops'},"['FI1', 'FI2', 'FI3']",Which zoning districts allow machine shops?
"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""machine shops"" .
        ?zoning rdfs:label ?zoning_label .
}
",template_use_1var_m_answer,{'use': 'machine shops'},"['FI1', 'FI2', 'FI3']",Which zoning districts permit machine shops?
